## SDSS/LSST colors as functions of Mr and FeH ########
## see MSandRGBcolors_v1.3.header
#   Mr      FeH      ug       gr       ri      iz     zy
   6.94   -1.05   2.0121   0.8150   0.2946   0.1225   0.0251 
   6.95   -1.05   2.0185   0.8186   0.2960   0.1234   0.0255 
   6.96   -1.05   2.0249   0.8222   0.2974   0.1242   0.0258 
   6.97   -1.05   2.0312   0.8259   0.2989   0.1250   0.0262 
   6.98   -1.05   2.0376   0.8295   0.3003   0.1259   0.0266 
   6.99   -1.05   2.0438   0.8332   0.3018   0.1267   0.0270 
   7.00   -1.05   2.0501   0.8369   0.3033   0.1276   0.0273 
   7.01   -1.05   2.0562   0.8405   0.3047   0.1284   0.0277 
   7.02   -1.05   2.0624   0.8442   0.3062   0.1293   0.0281 
   7.03   -1.05   2.0685   0.8479   0.3077   0.1301   0.0285 
   7.04   -1.05   2.0745   0.8516   0.3092   0.1310   0.0288 
   7.05   -1.05   2.0806   0.8553   0.3107   0.1318   0.0292 
   7.06   -1.05   2.0865   0.8590   0.3122   0.1327   0.0296 
   7.07   -1.05   2.0924   0.8627   0.3137   0.1336   0.0300 
   7.08   -1.05   2.0983   0.8664   0.3152   0.1346   0.0304 
   7.09   -1.05   2.1041   0.8701   0.3167   0.1354   0.0308 
   7.10   -1.05   2.1099   0.8739   0.3182   0.1363   0.0312 
   7.11   -1.05   2.1156   0.8776   0.3198   0.1372   0.0315 
   7.12   -1.05   2.1214   0.8813   0.3213   0.1381   0.0319 
   7.13   -1.05   2.1271   0.8850   0.3228   0.1389   0.0323 
   7.14   -1.05   2.1328   0.8887   0.3244   0.1398   0.0327 
   7.15   -1.05   2.1385   0.8924   0.3259   0.1407   0.0331 
   7.16   -1.05   2.1441   0.8962   0.3275   0.1416   0.0335 
   7.17   -1.05   2.1496   0.8999   0.3290   0.1425   0.0339 
   7.18   -1.05   2.1553   0.9036   0.3306   0.1434   0.0343 
   7.19   -1.05   2.1608   0.9073   0.3321   0.1443   0.0347 
   7.20   -1.05   2.1663   0.9110   0.3337   0.1452   0.0351 
   7.21   -1.05   2.1719   0.9147   0.3352   0.1461   0.0355 
   7.22   -1.05   2.1773   0.9184   0.3368   0.1470   0.0359 
   7.23   -1.05   2.1827   0.9221   0.3384   0.1479   0.0363 
   7.24   -1.05   2.1881   0.9258   0.3400   0.1488   0.0367 
   7.25   -1.05   2.1934   0.9295   0.3415   0.1497   0.0371 
   7.26   -1.05   2.1986   0.9332   0.3431   0.1506   0.0375 
   7.27   -1.05   2.2038   0.9369   0.3447   0.1515   0.0379 
   7.28   -1.05   2.2089   0.9405   0.3463   0.1524   0.0383 
   7.29   -1.05   2.2140   0.9442   0.3479   0.1533   0.0387 
   7.30   -1.05   2.2189   0.9478   0.3495   0.1542   0.0391 
   7.31   -1.05   2.2238   0.9515   0.3511   0.1551   0.0395 
   7.32   -1.05   2.2286   0.9551   0.3527   0.1562   0.0399 
   7.33   -1.05   2.2334   0.9588   0.3542   0.1571   0.0403 
   7.34   -1.05   2.2380   0.9624   0.3558   0.1580   0.0407 
   7.35   -1.05   2.2427   0.9660   0.3575   0.1589   0.0412 
   7.36   -1.05   2.2472   0.9696   0.3591   0.1598   0.0416 
   7.37   -1.05   2.2518   0.9732   0.3607   0.1607   0.0420 
   7.38   -1.05   2.2563   0.9768   0.3623   0.1617   0.0424 
   7.39   -1.05   2.2607   0.9803   0.3639   0.1626   0.0428 
   7.40   -1.05   2.2652   0.9839   0.3655   0.1635   0.0432 
   7.41   -1.05   2.2697   0.9874   0.3671   0.1644   0.0436 
   7.42   -1.05   2.2741   0.9910   0.3687   0.1653   0.0440 
   7.43   -1.05   2.2786   0.9945   0.3703   0.1663   0.0444 
   7.44   -1.05   2.2832   0.9980   0.3719   0.1672   0.0448 
   7.45   -1.05   2.2877   1.0015   0.3735   0.1681   0.0453 
   7.46   -1.05   2.2923   1.0050   0.3752   0.1690   0.0457 
   7.47   -1.05   2.2969   1.0085   0.3768   0.1700   0.0461 
   7.48   -1.05   2.3014   1.0119   0.3784   0.1709   0.0465 
   7.49   -1.05   2.3060   1.0154   0.3800   0.1718   0.0469 
   7.50   -1.05   2.3105   1.0188   0.3816   0.1727   0.0473 
   7.51   -1.05   2.3149   1.0222   0.3833   0.1737   0.0477 
   7.52   -1.05   2.3193   1.0256   0.3849   0.1746   0.0481 
   7.53   -1.05   2.3237   1.0290   0.3865   0.1755   0.0486 
   7.54   -1.05   2.3279   1.0324   0.3881   0.1764   0.0490 
   7.55   -1.05   2.3321   1.0358   0.3898   0.1774   0.0494 
   7.56   -1.05   2.3362   1.0391   0.3914   0.1784   0.0498 
   7.57   -1.05   2.3401   1.0424   0.3930   0.1793   0.0502 
   7.58   -1.05   2.3440   1.0457   0.3946   0.1803   0.0506 
   7.59   -1.05   2.3476   1.0490   0.3963   0.1812   0.0510 
   7.60   -1.05   2.3511   1.0523   0.3979   0.1821   0.0515 
   7.61   -1.05   2.3546   1.0556   0.3995   0.1831   0.0519 
   7.62   -1.05   2.3579   1.0588   0.4011   0.1840   0.0523 
   7.63   -1.05   2.3610   1.0621   0.4028   0.1849   0.0527 
   7.64   -1.05   2.3641   1.0653   0.4044   0.1858   0.0531 
   7.65   -1.05   2.3670   1.0685   0.4060   0.1868   0.0535 
   7.66   -1.05   2.3700   1.0717   0.4077   0.1877   0.0540 
   7.67   -1.05   2.3728   1.0748   0.4093   0.1886   0.0544 
   7.68   -1.05   2.3755   1.0780   0.4109   0.1896   0.0548 
   7.69   -1.05   2.3783   1.0811   0.4126   0.1905   0.0552 
   7.70   -1.05   2.3810   1.0842   0.4142   0.1914   0.0556 
   7.71   -1.05   2.3837   1.0873   0.4158   0.1924   0.0560 
   7.72   -1.05   2.3863   1.0904   0.4175   0.1933   0.0565 
   7.73   -1.05   2.3890   1.0935   0.4191   0.1942   0.0569 
   7.74   -1.05   2.3916   1.0966   0.4207   0.1952   0.0573 
   7.75   -1.05   2.3943   1.0996   0.4224   0.1961   0.0577 
   7.76   -1.05   2.3970   1.1026   0.4240   0.1970   0.0581 
   7.77   -1.05   2.3996   1.1056   0.4256   0.1980   0.0585 
   7.78   -1.05   2.4024   1.1086   0.4273   0.1989   0.0590 
   7.79   -1.05   2.4051   1.1116   0.4289   0.1998   0.0594 
   7.80   -1.05   2.4078   1.1145   0.4305   0.2009   0.0598 
   7.81   -1.05   2.4106   1.1174   0.4322   0.2018   0.0602 
   7.82   -1.05   2.4132   1.1204   0.4338   0.2028   0.0606 
   7.83   -1.05   2.4159   1.1233   0.4355   0.2037   0.0610 
   7.84   -1.05   2.4186   1.1261   0.4371   0.2046   0.0615 
   7.85   -1.05   2.4212   1.1290   0.4388   0.2056   0.0619 
   7.86   -1.05   2.4238   1.1319   0.4404   0.2065   0.0623 
   7.87   -1.05   2.4263   1.1347   0.4420   0.2074   0.0627 
   7.88   -1.05   2.4288   1.1375   0.4437   0.2084   0.0631 
   7.89   -1.05   2.4313   1.1403   0.4453   0.2093   0.0636 
   7.90   -1.05   2.4338   1.1431   0.4470   0.2103   0.0640 
   7.91   -1.05   2.4361   1.1458   0.4486   0.2112   0.0644 
   7.92   -1.05   2.4384   1.1486   0.4503   0.2121   0.0648 
   7.93   -1.05   2.4407   1.1513   0.4519   0.2131   0.0652 
   7.94   -1.05   2.4429   1.1540   0.4536   0.2140   0.0657 
   7.95   -1.05   2.4450   1.1567   0.4552   0.2150   0.0661 
   7.96   -1.05   2.4470   1.1594   0.4569   0.2159   0.0665 
   7.97   -1.05   2.4490   1.1620   0.4586   0.2169   0.0669 
   7.98   -1.05   2.4510   1.1647   0.4602   0.2178   0.0674 
   7.99   -1.05   2.4528   1.1673   0.4619   0.2188   0.0678 
   8.00   -1.05   2.4548   1.1699   0.4635   0.2197   0.0682 
   8.01   -1.05   2.4565   1.1725   0.4652   0.2206   0.0686 
   8.02   -1.05   2.4582   1.1751   0.4669   0.2216   0.0690 
   8.03   -1.05   2.4598   1.1776   0.4685   0.2225   0.0695 
   8.04   -1.05   2.4615   1.1802   0.4702   0.2235   0.0699 
   8.05   -1.05   2.4630   1.1827   0.4719   0.2246   0.0703 
   8.06   -1.05   2.4646   1.1852   0.4735   0.2255   0.0708 
   8.07   -1.05   2.4660   1.1877   0.4752   0.2265   0.0712 
   8.08   -1.05   2.4674   1.1902   0.4769   0.2274   0.0716 
   8.09   -1.05   2.4687   1.1926   0.4786   0.2284   0.0720 
   8.10   -1.05   2.4701   1.1951   0.4802   0.2293   0.0725 
   8.11   -1.05   2.4714   1.1975   0.4819   0.2303   0.0729 
   8.12   -1.05   2.4725   1.1999   0.4836   0.2312   0.0733 
   8.13   -1.05   2.4737   1.2023   0.4853   0.2322   0.0738 
   8.14   -1.05   2.4748   1.2047   0.4870   0.2332   0.0742 
   8.15   -1.05   2.4759   1.2070   0.4887   0.2341   0.0746 
   8.16   -1.05   2.4768   1.2094   0.4904   0.2351   0.0750 
   8.17   -1.05   2.4778   1.2117   0.4921   0.2361   0.0755 
   8.18   -1.05   2.4788   1.2140   0.4938   0.2370   0.0759 
   8.19   -1.05   2.4797   1.2163   0.4955   0.2380   0.0763 
   8.20   -1.05   2.4806   1.2186   0.4972   0.2390   0.0768 
   8.21   -1.05   2.4815   1.2208   0.4989   0.2399   0.0772 
   8.22   -1.05   2.4823   1.2231   0.5006   0.2409   0.0777 
   8.23   -1.05   2.4831   1.2253   0.5023   0.2419   0.0781 
   8.24   -1.05   2.4838   1.2275   0.5040   0.2429   0.0785 
   8.25   -1.05   2.4846   1.2297   0.5058   0.2438   0.0790 
   8.26   -1.05   2.4853   1.2319   0.5075   0.2448   0.0794 
   8.27   -1.05   2.4860   1.2341   0.5092   0.2458   0.0798 
   8.28   -1.05   2.4867   1.2362   0.5109   0.2468   0.0803 
   8.29   -1.05   2.4873   1.2383   0.5127   0.2479   0.0807 
   8.30   -1.05   2.4879   1.2405   0.5144   0.2488   0.0812 
   8.31   -1.05   2.4885   1.2425   0.5162   0.2498   0.0816 
   8.32   -1.05   2.4891   1.2446   0.5179   0.2508   0.0821 
   8.33   -1.05   2.4896   1.2467   0.5196   0.2518   0.0825 
   8.34   -1.05   2.4902   1.2487   0.5214   0.2528   0.0830 
   8.35   -1.05   2.4906   1.2508   0.5232   0.2538   0.0834 
   8.36   -1.05   2.4912   1.2528   0.5249   0.2548   0.0839 
   8.37   -1.05   2.4917   1.2548   0.5267   0.2558   0.0843 
   8.38   -1.05   2.4922   1.2568   0.5285   0.2568   0.0848 
   8.39   -1.05   2.4927   1.2587   0.5302   0.2578   0.0852 
   8.40   -1.05   2.4931   1.2607   0.5320   0.2588   0.0857 
   8.41   -1.05   2.4935   1.2626   0.5338   0.2598   0.0861 
   8.42   -1.05   2.4938   1.2646   0.5356   0.2608   0.0866 
   8.43   -1.05   2.4942   1.2665   0.5374   0.2619   0.0870 
   8.44   -1.05   2.4946   1.2683   0.5392   0.2629   0.0875 
   8.45   -1.05   2.4949   1.2702   0.5410   0.2639   0.0879 
   8.46   -1.05   2.4952   1.2721   0.5428   0.2649   0.0884 
   8.47   -1.05   2.4954   1.2739   0.5446   0.2659   0.0889 
   8.48   -1.05   2.4956   1.2757   0.5464   0.2670   0.0893 
   8.49   -1.05   2.4959   1.2775   0.5482   0.2680   0.0898 
   8.50   -1.05   2.4960   1.2793   0.5500   0.2690   0.0903 
   8.51   -1.05   2.4961   1.2811   0.5519   0.2701   0.0907 
   8.52   -1.05   2.4963   1.2829   0.5537   0.2712   0.0912 
   8.53   -1.05   2.4963   1.2846   0.5555   0.2722   0.0917 
   8.54   -1.05   2.4964   1.2863   0.5574   0.2733   0.0921 
   8.55   -1.05   2.4963   1.2881   0.5592   0.2743   0.0926 
   8.56   -1.05   2.4964   1.2898   0.5611   0.2754   0.0931 
   8.57   -1.05   2.4962   1.2914   0.5630   0.2764   0.0936 
   8.58   -1.05   2.4962   1.2931   0.5648   0.2775   0.0940 
   8.59   -1.05   2.4961   1.2948   0.5667   0.2785   0.0945 
   8.60   -1.05   2.4959   1.2964   0.5686   0.2796   0.0950 
   8.61   -1.05   2.4957   1.2980   0.5705   0.2806   0.0955 
   8.62   -1.05   2.4955   1.2996   0.5724   0.2817   0.0960 
   8.63   -1.05   2.4953   1.3012   0.5743   0.2828   0.0964 
   8.64   -1.05   2.4950   1.3028   0.5762   0.2839   0.0969 
   8.65   -1.05   2.4947   1.3043   0.5781   0.2849   0.0974 
   8.66   -1.05   2.4944   1.3059   0.5800   0.2860   0.0979 
   8.67   -1.05   2.4940   1.3074   0.5819   0.2871   0.0984 
   8.68   -1.05   2.4936   1.3089   0.5839   0.2882   0.0989 
   8.69   -1.05   2.4932   1.3104   0.5858   0.2893   0.0994 
   8.70   -1.05   2.4928   1.3119   0.5878   0.2904   0.0999 
   8.71   -1.05   2.4924   1.3133   0.5897   0.2914   0.1004 
   8.72   -1.05   2.4919   1.3148   0.5917   0.2925   0.1009 
   8.73   -1.05   2.4916   1.3162   0.5936   0.2936   0.1014 
   8.74   -1.05   2.4911   1.3176   0.5956   0.2948   0.1019 
   8.75   -1.05   2.4906   1.3190   0.5976   0.2959   0.1024 
   8.76   -1.05   2.4902   1.3204   0.5996   0.2971   0.1029 
   8.77   -1.05   2.4897   1.3217   0.6016   0.2982   0.1034 
   8.78   -1.05   2.4893   1.3231   0.6036   0.2993   0.1039 
   8.79   -1.05   2.4888   1.3244   0.6056   0.3004   0.1044 
   8.80   -1.05   2.4884   1.3257   0.6076   0.3016   0.1049 
   8.81   -1.05   2.4879   1.3270   0.6096   0.3027   0.1054 
   8.82   -1.05   2.4874   1.3283   0.6116   0.3038   0.1060 
   8.83   -1.05   2.4870   1.3296   0.6137   0.3050   0.1065 
   8.84   -1.05   2.4866   1.3308   0.6157   0.3061   0.1070 
   8.85   -1.05   2.4861   1.3321   0.6178   0.3073   0.1075 
   8.86   -1.05   2.4857   1.3333   0.6198   0.3084   0.1081 
   8.87   -1.05   2.4852   1.3345   0.6219   0.3096   0.1086 
   8.88   -1.05   2.4848   1.3357   0.6240   0.3107   0.1091 
   8.89   -1.05   2.4844   1.3369   0.6261   0.3119   0.1096 
   8.90   -1.05   2.4841   1.3380   0.6282   0.3131   0.1102 
   8.91   -1.05   2.4837   1.3392   0.6303   0.3142   0.1107 
   8.92   -1.05   2.4833   1.3403   0.6324   0.3154   0.1113 
   8.93   -1.05   2.4829   1.3414   0.6345   0.3166   0.1118 
   8.94   -1.05   2.4826   1.3425   0.6366   0.3178   0.1123 
   8.95   -1.05   2.4822   1.3436   0.6387   0.3190   0.1129 
   8.96   -1.05   2.4820   1.3446   0.6409   0.3201   0.1134 
   8.97   -1.05   2.4816   1.3457   0.6430   0.3213   0.1140 
   8.98   -1.05   2.4813   1.3467   0.6452   0.3225   0.1145 
   8.99   -1.05   2.4811   1.3477   0.6474   0.3238   0.1151 
   9.00   -1.05   2.4808   1.3487   0.6495   0.3251   0.1156 
   9.01   -1.05   2.4804   1.3497   0.6517   0.3263   0.1162 
   9.02   -1.05   2.4803   1.3507   0.6539   0.3275   0.1167 
   9.03   -1.05   2.4800   1.3517   0.6561   0.3287   0.1173 
   9.04   -1.05   2.4798   1.3526   0.6583   0.3299   0.1179 
   9.05   -1.05   2.4795   1.3535   0.6605   0.3312   0.1184 
   9.06   -1.05   2.4794   1.3544   0.6627   0.3324   0.1190 
   9.07   -1.05   2.4792   1.3553   0.6650   0.3336   0.1196 
   9.08   -1.05   2.4789   1.3562   0.6672   0.3349   0.1201 
   9.09   -1.05   2.4788   1.3571   0.6695   0.3361   0.1207 
   9.10   -1.05   2.4787   1.3579   0.6717   0.3374   0.1213 
   9.11   -1.05   2.4785   1.3588   0.6740   0.3386   0.1219 
   9.12   -1.05   2.4783   1.3596   0.6763   0.3399   0.1224 
   9.13   -1.05   2.4782   1.3604   0.6785   0.3412   0.1230 
   9.14   -1.05   2.4780   1.3612   0.6808   0.3424   0.1236 
   9.15   -1.05   2.4779   1.3619   0.6831   0.3437   0.1242 
   9.16   -1.05   2.4778   1.3627   0.6854   0.3450   0.1248 
   9.17   -1.05   2.4777   1.3635   0.6878   0.3463   0.1254 
   9.18   -1.05   2.4776   1.3642   0.6901   0.3475   0.1260 
   9.19   -1.05   2.4775   1.3649   0.6924   0.3488   0.1266 
   9.20   -1.05   2.4774   1.3656   0.6948   0.3501   0.1272 
   9.21   -1.05   2.4773   1.3663   0.6971   0.3514   0.1278 
   9.22   -1.05   2.4772   1.3670   0.6995   0.3527   0.1284 
   9.23   -1.05   2.4772   1.3676   0.7018   0.3540   0.1290 
   9.24   -1.05   2.4771   1.3683   0.7042   0.3553   0.1296 
   9.25   -1.05   2.4770   1.3689   0.7066   0.3568   0.1302 
   9.26   -1.05   2.4770   1.3695   0.7090   0.3581   0.1308 
   9.27   -1.05   2.4769   1.3701   0.7114   0.3594   0.1314 
   9.28   -1.05   2.4768   1.3707   0.7138   0.3607   0.1320 
   9.29   -1.05   2.4767   1.3713   0.7162   0.3620   0.1326 
   9.30   -1.05   2.4766   1.3719   0.7186   0.3634   0.1332 
   9.31   -1.05   2.4766   1.3724   0.7210   0.3647   0.1339 
   9.32   -1.05   2.4765   1.3730   0.7234   0.3661   0.1345 
   9.33   -1.05   2.4765   1.3735   0.7259   0.3674   0.1351 
   9.34   -1.05   2.4765   1.3740   0.7283   0.3687   0.1357 
   9.35   -1.05   2.4765   1.3745   0.7308   0.3701   0.1363 
   9.36   -1.05   2.4764   1.3750   0.7332   0.3714   0.1370 
   9.37   -1.05   2.4764   1.3755   0.7357   0.3728   0.1376 
   9.38   -1.05   2.4764   1.3760   0.7382   0.3742   0.1382 
   9.39   -1.05   2.4763   1.3764   0.7406   0.3755   0.1389 
   9.40   -1.05   2.4762   1.3769   0.7431   0.3769   0.1395 
   9.41   -1.05   2.4762   1.3773   0.7456   0.3783   0.1401 
   9.42   -1.05   2.4762   1.3777   0.7481   0.3796   0.1408 
   9.43   -1.05   2.4762   1.3781   0.7506   0.3810   0.1414 
   9.44   -1.05   2.4761   1.3785   0.7531   0.3824   0.1420 
   9.45   -1.05   2.4761   1.3789   0.7556   0.3838   0.1427 
   9.46   -1.05   2.4761   1.3793   0.7582   0.3852   0.1433 
   9.47   -1.05   2.4761   1.3797   0.7607   0.3866   0.1440 
   9.48   -1.05   2.4760   1.3800   0.7632   0.3880   0.1446 
   9.49   -1.05   2.4760   1.3804   0.7658   0.3894   0.1453 
   9.50   -1.05   2.4760   1.3807   0.7683   0.3908   0.1459 
   9.51   -1.05   2.4760   1.3810   0.7708   0.3922   0.1466 
   9.52   -1.05   2.4760   1.3814   0.7734   0.3936   0.1472 
   9.53   -1.05   2.4760   1.3817   0.7759   0.3950   0.1479 
   9.54   -1.05   2.4759   1.3820   0.7785   0.3964   0.1485 
   9.55   -1.05   2.4759   1.3823   0.7811   0.3978   0.1492 
   9.56   -1.05   2.4760   1.3825   0.7836   0.3993   0.1498 
   9.57   -1.05   2.4759   1.3828   0.7862   0.4007   0.1505 
   9.58   -1.05   2.4759   1.3831   0.7888   0.4021   0.1511 
   9.59   -1.05   2.4759   1.3833   0.7914   0.4035   0.1518 
   9.60   -1.05   2.4759   1.3836   0.7939   0.4049   0.1525 
   9.61   -1.05   2.4758   1.3838   0.7965   0.4063   0.1531 
   9.62   -1.05   2.4758   1.3841   0.7991   0.4078   0.1538 
   9.63   -1.05   2.4758   1.3843   0.8017   0.4092   0.1544 
   9.64   -1.05   2.4758   1.3845   0.8043   0.4106   0.1551 
   9.65   -1.05   2.4758   1.3847   0.8069   0.4120   0.1558 
   9.66   -1.05   2.4758   1.3849   0.8095   0.4134   0.1564 
   9.67   -1.05   2.4758   1.3851   0.8121   0.4149   0.1571 
   9.68   -1.05   2.4757   1.3853   0.8147   0.4163   0.1578 
   9.69   -1.05   2.4758   1.3855   0.8173   0.4177   0.1584 
   9.70   -1.05   2.4757   1.3857   0.8199   0.4192   0.1591 
   9.71   -1.05   2.4758   1.3859   0.8225   0.4206   0.1597 
   9.72   -1.05   2.4758   1.3860   0.8252   0.4221   0.1604 
   9.73   -1.05   2.4757   1.3862   0.8278   0.4236   0.1611 
   9.74   -1.05   2.4758   1.3863   0.8304   0.4250   0.1617 
   9.75   -1.05   2.4757   1.3865   0.8330   0.4264   0.1624 
   9.76   -1.05   2.4757   1.3866   0.8356   0.4279   0.1631 
   9.77   -1.05   2.4757   1.3868   0.8382   0.4293   0.1638 
   9.78   -1.05   2.4757   1.3869   0.8409   0.4307   0.1644 
   9.79   -1.05   2.4757   1.3870   0.8435   0.4322   0.1651 
   9.80   -1.05   2.4757   1.3872   0.8461   0.4336   0.1658 
   9.81   -1.05   2.4757   1.3873   0.8487   0.4351   0.1664 
   9.82   -1.05   2.4757   1.3874   0.8514   0.4365   0.1671 
   9.83   -1.05   2.4757   1.3875   0.8540   0.4379   0.1678 
   9.84   -1.05   2.4757   1.3876   0.8566   0.4394   0.1684 
   9.85   -1.05   2.4757   1.3877   0.8592   0.4408   0.1691 
   9.86   -1.05   2.4757   1.3878   0.8619   0.4423   0.1698 
   9.87   -1.05   2.4757   1.3879   0.8645   0.4437   0.1704 
   9.88   -1.05   2.4756   1.3880   0.8671   0.4451   0.1711 
   9.89   -1.05   2.4757   1.3881   0.8697   0.4466   0.1718 
   9.90   -1.05   2.4757   1.3882   0.8724   0.4480   0.1725 
   9.91   -1.05   2.4757   1.3883   0.8750   0.4495   0.1731 
   9.92   -1.05   2.4757   1.3883   0.8776   0.4509   0.1738 
   9.93   -1.05   2.4756   1.3884   0.8803   0.4523   0.1745 
   9.94   -1.05   2.4756   1.3885   0.8829   0.4538   0.1751 
   9.95   -1.05   2.4757   1.3885   0.8855   0.4552   0.1758 
   9.96   -1.05   2.4757   1.3886   0.8881   0.4567   0.1765 
   9.97   -1.05   2.4756   1.3887   0.8907   0.4582   0.1771 
   9.98   -1.05   2.4756   1.3887   0.8934   0.4596   0.1778 
   9.99   -1.05   2.4756   1.3888   0.8960   0.4611   0.1785 
  10.00   -1.05   2.4756   1.3888   0.8986   0.4625   0.1791 
  10.01   -1.05   2.4756   1.3889   0.9012   0.4639   0.1798 
  10.02   -1.05   2.4757   1.3889   0.9038   0.4654   0.1805 
  10.03   -1.05   2.4757   1.3890   0.9065   0.4668   0.1811 
  10.04   -1.05   2.4757   1.3890   0.9091   0.4682   0.1818 
  10.05   -1.05   2.4756   1.3891   0.9117   0.4697   0.1825 
  10.06   -1.05   2.4756   1.3891   0.9143   0.4711   0.1831 
  10.07   -1.05   2.4756   1.3892   0.9169   0.4725   0.1838 
  10.08   -1.05   2.4756   1.3892   0.9195   0.4740   0.1845 
  10.09   -1.05   2.4756   1.3892   0.9221   0.4754   0.1851 
  10.10   -1.05   2.4756   1.3893   0.9247   0.4768   0.1858 
  10.11   -1.05   2.4756   1.3893   0.9274   0.4783   0.1865 
  10.12   -1.05   2.4756   1.3894   0.9300   0.4797   0.1871 
  10.13   -1.05   2.4757   1.3894   0.9326   0.4811   0.1878 
  10.14   -1.05   2.4757   1.3894   0.9352   0.4825   0.1885 
  10.15   -1.05   2.4757   1.3894   0.9378   0.4840   0.1891 
  10.16   -1.05   2.4756   1.3895   0.9404   0.4854   0.1898 
  10.17   -1.05   2.4756   1.3895   0.9430   0.4868   0.1905 
  10.18   -1.05   2.4756   1.3895   0.9456   0.4882   0.1911 
  10.19   -1.05   2.4756   1.3895   0.9481   0.4897   0.1918 
  10.20   -1.05   2.4756   1.3896   0.9507   0.4912   0.1924 
  10.21   -1.05   2.4756   1.3896   0.9533   0.4926   0.1931 
  10.22   -1.05   2.4756   1.3896   0.9559   0.4940   0.1938 
  10.23   -1.05   2.4756   1.3896   0.9585   0.4954   0.1944 
  10.24   -1.05   2.4756   1.3896   0.9611   0.4969   0.1951 
  10.25   -1.05   2.4756   1.3897   0.9637   0.4983   0.1957 
  10.26   -1.05   2.4756   1.3897   0.9662   0.4997   0.1964 
  10.27   -1.05   2.4756   1.3897   0.9688   0.5011   0.1970 
  10.28   -1.05   2.4756   1.3897   0.9714   0.5025   0.1977 
  10.29   -1.05   2.4756   1.3897   0.9740   0.5039   0.1984 
  10.30   -1.05   2.4756   1.3897   0.9765   0.5053   0.1990 
  10.31   -1.05   2.4756   1.3898   0.9791   0.5067   0.1997 
  10.32   -1.05   2.4756   1.3898   0.9817   0.5082   0.2003 
  10.33   -1.05   2.4756   1.3898   0.9842   0.5096   0.2010 
  10.34   -1.05   2.4756   1.3898   0.9868   0.5110   0.2016 
  10.35   -1.05   2.4757   1.3898   0.9894   0.5124   0.2023 
  10.36   -1.05   2.4757   1.3898   0.9919   0.5138   0.2029 
  10.37   -1.05   2.4757   1.3898   0.9945   0.5152   0.2036 
  10.38   -1.05   2.4757   1.3898   0.9970   0.5166   0.2042 
  10.39   -1.05   2.4757   1.3898   0.9996   0.5180   0.2049 
  10.40   -1.05   2.4757   1.3898   1.0021   0.5194   0.2055 
  10.41   -1.05   2.4756   1.3899   1.0047   0.5208   0.2062 
  10.42   -1.05   2.4756   1.3899   1.0072   0.5222   0.2068 
  10.43   -1.05   2.4756   1.3899   1.0098   0.5236   0.2075 
  10.44   -1.05   2.4756   1.3899   1.0123   0.5251   0.2081 
  10.45   -1.05   2.4756   1.3899   1.0149   0.5265   0.2088 
  10.46   -1.05   2.4756   1.3899   1.0174   0.5279   0.2094 
  10.47   -1.05   2.4756   1.3899   1.0199   0.5293   0.2101 
  10.48   -1.05   2.4756   1.3899   1.0225   0.5307   0.2107 
  10.49   -1.05   2.4756   1.3899   1.0250   0.5321   0.2114 
  10.50   -1.05   2.4756   1.3899   1.0275   0.5334   0.2120 
  10.51   -1.05   2.4756   1.3899   1.0301   0.5348   0.2127 
  10.52   -1.05   2.4756   1.3899   1.0326   0.5362   0.2133 
  10.53   -1.05   2.4756   1.3899   1.0351   0.5376   0.2140 
  10.54   -1.05   2.4756   1.3899   1.0377   0.5390   0.2146 
  10.55   -1.05   2.4756   1.3899   1.0402   0.5404   0.2152 
  10.56   -1.05   2.4756   1.3899   1.0427   0.5418   0.2159 
  10.57   -1.05   2.4756   1.3899   1.0452   0.5432   0.2165 
  10.58   -1.05   2.4756   1.3899   1.0477   0.5445   0.2172 
  10.59   -1.05   2.4756   1.3899   1.0502   0.5459   0.2178 
  10.60   -1.05   2.4756   1.3900   1.0527   0.5473   0.2185 
  10.61   -1.05   2.4756   1.3900   1.0553   0.5487   0.2191 
  10.62   -1.05   2.4756   1.3900   1.0578   0.5501   0.2197 
  10.63   -1.05   2.4756   1.3900   1.0603   0.5514   0.2204 
  10.64   -1.05   2.4756   1.3900   1.0628   0.5528   0.2210 
  10.65   -1.05   2.4756   1.3900   1.0653   0.5542   0.2216 
  10.66   -1.05   2.4756   1.3900   1.0678   0.5556   0.2223 
  10.67   -1.05   2.4756   1.3900   1.0703   0.5569   0.2229 
  10.68   -1.05   2.4756   1.3900   1.0728   0.5584   0.2236 
  10.69   -1.05   2.4756   1.3900   1.0753   0.5598   0.2242 
  10.70   -1.05   2.4756   1.3900   1.0778   0.5612   0.2248 
  10.71   -1.05   2.4756   1.3900   1.0802   0.5625   0.2255 
  10.72   -1.05   2.4756   1.3900   1.0827   0.5639   0.2261 
  10.73   -1.05   2.4756   1.3900   1.0852   0.5653   0.2267 
  10.74   -1.05   2.4756   1.3900   1.0877   0.5666   0.2274 
  10.75   -1.05   2.4756   1.3900   1.0902   0.5680   0.2280 
  10.76   -1.05   2.4756   1.3900   1.0927   0.5694   0.2286 
  10.77   -1.05   2.4756   1.3900   1.0951   0.5707   0.2293 
  10.78   -1.05   2.4756   1.3900   1.0976   0.5721   0.2299 
  10.79   -1.05   2.4756   1.3900   1.1001   0.5735   0.2305 
