#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.3210 4.6890E-02 4.6890E-02   0.50   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=139 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
 77  7.296         3.7345         2.0808
 78  7.396         3.7439         2.0729
 79  7.496         3.7529         2.0680
 80  7.596         3.7618         2.0667
 81  7.696         3.7705         2.0694
 82  7.796         3.7792         2.0765
 83  7.896         3.7880         2.0881
 84  7.996         3.7969         2.1046
 85  8.096         3.8060         2.1258
 86  8.196         3.8156         2.1518
 87  8.296         3.8255         2.1823
 88  8.396         3.8361         2.2171
 89  8.496         3.8474         2.2559
 90  8.596         3.8593         2.2926
 91  8.696         3.8717         2.3190
 92  8.796         3.8843         2.3404
 93  8.896         3.8972         2.3650
 94  8.996         3.9107         2.3974
 95  9.096         3.9238         2.3953
 96  9.196         3.9362         2.3870
 97  9.296         3.9489         2.4096
 98  9.396         3.9620         2.4319
 99  9.496         3.9759         2.4771
100  9.596         3.9912         2.5297
101  9.696         4.0071         2.5628
102  9.796         4.0237         2.5980
103  9.896         4.0411         2.6335
104  9.996         4.0591         2.6675
105 10.096         4.0777         2.7015
106 10.196         4.0970         2.7351
107 10.296         4.1166         2.7617
108 10.396         4.1365         2.7867
109 10.496         4.1568         2.8158
110 10.596         4.1777         2.8496
111 10.696         4.1994         2.8887
112 10.796         4.2224         2.9339
113 10.896         4.2469         2.9860
114 10.996         4.2698         2.9812
115 11.096         4.2984         3.1022
116 11.196         4.3328         3.2148
117 11.296         4.3574         3.0978
118 11.396         4.3862         3.1932
119 11.496         4.4136         3.2001
120 11.596         4.4408         3.2249
121 11.696         4.4688         3.2646
122 11.796         4.4970         3.2943
123 11.896         4.5248         3.3179
124 11.996         4.5525         3.3435
125 12.096         4.5800         3.3683
126 12.196         4.6073         3.3910
127 12.296         4.6342         3.4140
128 12.396         4.6611         3.4393
129 12.496         4.6881         3.4672
130 12.596         4.7152         3.4978
131 12.696         4.7425         3.5268
132 12.796         4.7698         3.5545
133 12.896         4.7972         3.5840
134 12.996         4.8249         3.6156
135 13.096         4.8530         3.6493
136 13.196         4.8815         3.6854
137 13.296         4.9108         3.7244
138 13.396         4.9405         3.7609
139 13.496         4.9703         3.7928
140 13.596         5.0000         3.8197


#AGE= 4.000 BINS=139 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.104         0.3207         0.3207
  2 -0.004         0.5506         0.1643
  3  0.096         0.6842         0.1071
  4  0.196         0.7826         0.0898
  5  0.296         0.8643         0.0985
  6  0.396         0.9356         0.1160
  7  0.496         1.0000         0.1390
  8  0.596         1.0589         0.1622
  9  0.696         1.1132         0.1837
 10  0.796         1.1642         0.2081
 11  0.896         1.2118         0.2287
 12  0.996         1.2574         0.2560
 13  1.096         1.3999         0.8465
 14  1.196         1.4869         0.7460
 15  1.296         1.5157         0.3235
 16  1.396         1.5435         0.3350
 17  1.496         1.5701         0.3441
 18  1.596         1.5961         0.3611
 19  1.696         1.6220         0.3848
 20  1.796         1.6493         0.4331
 21  1.896         1.6744         0.4239
 22  1.996         1.6981         0.4240
 23  2.096         1.7211         0.4331
 24  2.196         1.7430         0.4342
 25  2.296         1.7636         0.4310
 26  2.396         1.7834         0.4304
 27  2.496         1.8022         0.4304
 28  2.596         1.8202         0.4285
 29  2.696         1.8392         0.4709
 30  2.796         1.9830         1.4329
 31  2.896         2.0290         1.0315
 32  2.996         2.0777         1.1037
 33  3.096         2.1780         1.4920
 34  3.196         2.3284         1.7949
 35  3.296         2.4967         2.0035
 36  3.396         2.6161         1.9970
 37  3.496         2.7039         1.9664
 38  3.596         2.7757         1.9589
